,h,lam,tol,ite_f,ite_r,time_f,time_r,err_f,err_r,err_comp
41,64.0,1e-07,1e-07,17.0,41.0,5.50443696975708,1.473440170288086,0.14467636649875806,0.1626611892798636,0.08184036356816711
42,64.0,1e-07,1e-08,42.0,86.0,13.671679019927979,2.9421210289001465,0.19737156244486578,0.19759575585375094,0.0009789285243753422
43,64.0,1e-07,1e-09,61.0,144.0,19.938225030899048,4.811305999755859,0.2003057507506354,0.20037940486921024,0.0007139578658436858
44,64.0,1e-07,1e-10,76.0,202.0,24.862173080444336,6.634005784988403,0.20040721959722774,0.20042480484718525,0.0003358221585107507
45,64.0,1e-08,1e-06,9.0,14.0,2.9612557888031006,0.6205329895019531,0.16958996367950444,0.1630820862579673,0.02036192943843001
46,64.0,1e-08,1e-07,19.0,102.0,6.201330184936523,3.4428861141204834,0.15161328910507194,0.5423934146348816,0.4874920575469888
47,64.0,1e-08,1e-08,106.0,226.0,34.65068984031677,7.41934609413147,0.7140842543082677,0.7255964329730491,0.036226127612083145
48,64.0,1e-08,1e-09,164.0,390.0,54.003095865249634,13.023760080337524,0.7347466582231192,0.7351074378028998,0.0028663325620042436
49,64.0,1e-08,1e-10,216.0,559.0,70.88360023498535,18.458393812179565,0.7349815862235459,0.7351969553789091,0.0005299823721289287
50,128.0,0.0001,1e-06,6.0,6.0,16.550901174545288,2.220012903213501,0.34172499409311885,0.3417709573069107,0.00015842630803610463
51,128.0,0.0001,1e-07,7.0,8.0,19.07454013824463,2.499037981033325,0.34159574059111025,0.3415921406258484,1.245036550634446e-05
52,128.0,0.0001,1e-08,8.0,9.0,21.703475952148438,2.6539008617401123,0.3415787004426957,0.34157624757780913,1.2126885887617855e-05
53,128.0,0.0001,1e-09,9.0,11.0,24.38271427154541,2.9380741119384766,0.341577021568527,0.34157469320147554,1.240565723048949e-05
54,128.0,0.0001,1e-10,10.0,13.0,27.009968996047974,3.2894797325134277,0.3415769554059152,0.34157439665612277,1.2149429857311387e-05
55,128.0,1e-05,1e-06,7.0,8.0,18.75363826751709,2.4939160346984863,0.2767923564693527,0.276654367389011,0.00021176843363175752
56,128.0,1e-05,1e-07,11.0,14.0,29.456602096557617,3.4078080654144287,0.2681154061132427,0.2682213881845818,0.00048412521660470603
57,128.0,1e-05,1e-08,13.0,18.0,34.887710094451904,3.9589569568634033,0.26788127942318507,0.26787754093667804,0.00010198011892888776
58,128.0,1e-05,1e-09,15.0,24.0,40.210203886032104,4.907094955444336,0.2678508872758797,0.26782671159101923,5.758372006512543e-05
59,128.0,1e-05,1e-10,17.0,28.0,45.75357794761658,5.493867635726929,0.26784880345300893,0.26782526413668484,5.7307576042315246e-05
60,128.0,1e-06,1e-06,9.0,13.0,24.29115080833435,3.259392023086548,0.19637334438489298,0.19180863909026147,0.010228899398650284
61,128.0,1e-06,1e-07,14.0,23.0,37.47171592712402,4.752546072006226,0.1792339432406975,0.17260857743570635,0.014990869800513685
62,128.0,1e-06,1e-08,20.0,35.0,53.98039507865906,6.604318857192993,0.1705608854932269,0.17028674717783526,0.0012115952308061793
63,128.0,1e-06,1e-09,28.0,51.0,75.76150822639465,9.121364116668701,0.1702351750573808,0.17017771698888434,0.00020619500456891296
64,128.0,1e-06,1e-10,36.0,68.0,97.26285696029663,11.548887968063354,0.17024371966548837,0.17018838542513393,0.00020390088272768294
65,128.0,1e-07,1e-06,9.0,13.0,24.338014841079712,3.3715980052948,0.18590029973235936,0.1848665154893972,0.0026897464953803637
66,128.0,1e-07,1e-07,17.0,24.0,46.10481023788452,4.93028998374939,0.1470705670656254,0.1480856969559716,0.0055407246746176295
67,128.0,1e-07,1e-08,36.0,76.0,97.52798295021057,12.822323083877563,0.15547738019314136,0.15619544941874167,0.002547765897541189
68,128.0,1e-07,1e-09,62.0,119.0,167.7534589767456,19.290332078933716,0.15807799231598044,0.15801282552385043,0.0007146295450456692
69,128.0,1e-07,1e-10,71.0,187.0,192.8900682926178,29.4271981716156,0.15817443535610207,0.15817671946245085,0.00029302659555127306
70,128.0,1e-08,1e-06,9.0,13.0,24.475884914398193,3.2373998165130615,0.1850477395418785,0.18403300320386734,0.0027543119892833004
71,128.0,1e-08,1e-07,17.0,24.0,46.08004593849182,4.888478994369507,0.14558977569411216,0.14668454580659254,0.007001487717620601
72,128.0,1e-08,1e-08,96.0,242.0,261.8157470226288,38.35160708427429,0.4715885273063318,0.48385722540351495,0.031538181534211694
73,128.0,1e-08,1e-09,165.0,422.0,4536.3873410224915,65.72083926200867,0.49162173134163295,0.49183321144378983,0.0015600931158562892
74,128.0,1e-08,1e-10,246.0,570.0,668.2688689231873,87.10206699371338,0.49183365681287056,0.4919725716364075,0.000438945559582258
75,256.0,0.0001,1e-06,6.0,6.0,197.37280416488647,19.603713035583496,0.3367137428936223,0.33673494535538007,9.650983904768476e-05
76,256.0,0.0001,1e-07,7.0,8.0,230.4802439212799,20.429128170013428,0.3365967012445952,0.3365937302174068,1.0960464969715896e-05
77,256.0,0.0001,1e-08,8.0,9.0,260.79721117019653,21.358255863189697,0.3365813257188579,0.33657924683083346,1.0636802634308242e-05
78,256.0,0.0001,1e-09,9.0,11.0,292.576308965683,22.674324989318848,0.33657981068483556,0.3365779651866472,1.0887399726546652e-05
79,256.0,0.0001,1e-10,10.0,13.0,335.9797520637512,25.325196027755737,0.3365797775940147,0.33657769459118336,1.0685142630826141e-05
80,256.0,1e-05,1e-06,7.0,8.0,233.3548481464386,21.466707229614258,0.2803679732925545,0.28024485316890835,0.0001965634679670934
81,256.0,1e-05,1e-07,11.0,14.0,370.0612258911133,25.3414568901062,0.27248520581382396,0.27256043230279947,0.00036399079271293784
82,256.0,1e-05,1e-08,13.0,18.0,427.08633613586426,27.43162488937378,0.27224974990162476,0.27226020540480916,0.00010316425913095628
83,256.0,1e-05,1e-09,15.0,24.0,492.3233542442322,31.362278938293457,0.2722170354984215,0.27219893332115613,4.3983109944213146e-05
84,256.0,1e-05,1e-10,18.0,30.0,603.0185778141022,37.68788290023804,0.27221353903557305,0.2721966426248355,4.378202068982502e-05
85,256.0,1e-06,1e-06,9.0,14.0,301.9370629787445,24.924950122833252,0.2069079351365033,0.19952498256223256,0.017354916833827946
86,256.0,1e-06,1e-07,14.0,24.0,464.8362469673157,31.758289337158203,0.18342095482934193,0.18239538335884706,0.0021270122753414933
87,256.0,1e-06,1e-08,20.0,34.0,667.9337468147278,38.65211200714111,0.17943676350049953,0.17952603780453727,0.0005582722981415256
88,256.0,1e-06,1e-09,26.0,51.0,860.7197818756104,49.90970969200134,0.17911216940509464,0.17901317507658027,0.0003508255171209246
89,256.0,1e-06,1e-10,32.0,66.0,1061.5477271080017,59.77123475074768,0.1790484874241753,0.17900209947271617,0.00016315691619521927
90,256.0,1e-07,1e-06,9.0,14.0,298.6119248867035,25.16819190979004,0.19675208791323098,0.18720934650544643,0.0272778750388111
91,256.0,1e-07,1e-07,18.0,24.0,599.7202248573303,31.84294319152832,0.14850577185482672,0.15472406772323025,0.017894966492009723
92,256.0,1e-07,1e-08,32.0,77.0,1059.3325901031494,67.21196699142456,0.13423816421482562,0.13431735472249667,0.010474331138884692
93,256.0,1e-07,1e-09,61.0,121.0,2022.0904760360718,96.65728783607483,0.13489530966153618,0.13487714262556136,0.00024425853170862723
94,256.0,1e-07,1e-10,79.0,183.0,2623.7062962055206,138.10984325408936,0.13495958303930491,0.13495154981336924,0.0002380335476867591
95,256.0,1e-08,1e-06,9.0,14.0,296.5786437988281,25.04744815826416,0.19589427616264757,0.1862336156470918,0.02864613214414645
96,256.0,1e-08,1e-07,18.0,31.0,596.0638489723206,36.619460105895996,0.14572814494117645,0.14211687287439384,0.011967588824899275
97,256.0,1e-08,1e-08,78.0,198.0,2602.317796230316,148.25110793113708,0.2627392470675926,0.27896025460519136,0.03039642146268086
98,256.0,1e-08,1e-09,144.0,340.0,4793.345694303513,243.48965692520142,0.29172916325422127,0.2922730812358836,0.0037822125525888515
99,256.0,1e-08,1e-10,218.0,476.0,7261.248431921005,333.9671869277954,0.29249303691713524,0.2925316866958893,0.00027064727819236763
